City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
322,kayerkan,69.3497,87.7602,-0.18,94,100,16.28,RU,1676017327
323,robertsport,6.7533,-11.3686,77.94,83,5,3.91,LR,1676017328
324,bonavista,48.6499,-53.1147,18.39,80,100,18.54,CA,1676017329
325,yefremov,53.1481,38.0992,23.13,88,52,13.15,RU,1676017330
326,bonito,-21.1211,-56.4819,70.77,98,99,1.36,BR,1676017331
327,seoul,37.5683,126.9778,43.99,65,20,5.75,KR,1676017216
328,jumla,29.2747,82.1838,56.91,19,0,8.59,NP,1676017332
329,la ronge,55.1001,-105.2842,19.65,73,75,4.61,CA,1676017333
330,georgetown,5.4112,100.3354,87.73,73,40,12.66,MY,1676017173
331,ponta do sol,32.6667,-17.1,61.0,64,7,10.31,PT,1676017335
332,smithers,54.7804,-127.1743,32.32,100,100,0.0,CA,1676017335
333,shingu,33.7333,135.9833,52.52,97,100,6.55,JP,1676017336
334,nagato,34.3833,131.2,49.24,89,100,10.11,JP,1676017337
335,goderich,43.7501,-81.7165,35.91,93,100,14.97,CA,1676017338
336,san juan,-31.5375,-68.5364,81.75,48,6,1.19,AR,1676017288
337,ulladulla,-35.35,150.4667,74.1,74,13,9.86,AU,1676017340
338,liku,-0.7275,119.8922,83.61,61,99,5.01,ID,1676017341
339,naqadeh,36.9553,45.388,28.78,74,77,4.27,IR,1676017342
340,arlit,18.7369,7.3853,77.27,11,6,5.5,NE,1676017343
341,saint-georges,12.0564,-61.7485,75.78,79,97,17.16,GD,1676017240
342,constitucion,-35.3333,-72.4167,61.61,71,0,7.7,CL,1676017175
343,macau,22.2006,113.5461,79.86,83,40,4.61,MO,1676017346
344,mount darwin,-16.7725,31.5838,77.27,70,100,5.23,ZW,1676017348
345,uaua,-9.8414,-39.4817,69.28,93,2,6.96,BR,1676017349
346,mogwase,-25.185,27.2665,66.63,77,100,2.35,ZA,1676017349
347,changde,29.0464,111.6783,47.25,73,96,3.98,CN,1676017350
348,sinnamary,5.3833,-52.95,75.61,87,97,10.4,GF,1676017351
349,tecolutilla,18.2833,-93.3167,72.46,88,22,5.41,MX,1676017352
350,fare,-16.7,-151.0167,81.07,76,38,13.22,PF,1676017353
351,belaya gora,68.5333,146.4167,-51.34,100,56,3.58,RU,1676017357
352,biltine,14.5333,20.9167,81.79,8,1,16.51,TD,1676017357
353,erbiceni,47.2667,27.2333,22.41,72,10,5.06,RO,1676017358
354,basco,20.4487,121.9702,76.01,78,8,14.29,PH,1676017359
355,ormara,25.2088,64.6357,73.11,64,3,17.96,PK,1676017360
356,kuching,1.55,110.3333,85.28,80,40,5.01,MY,1676017156
357,geraldton,-28.7667,114.6,79.21,61,75,21.85,AU,1676017361
358,takaka,-40.85,172.8,59.5,80,30,1.12,NZ,1676017361
359,yarada,17.65,83.2667,86.32,54,20,8.05,IN,1676017362
360,grebenskaya,43.5317,46.3733,20.88,86,99,5.59,RU,1676017363
361,hamilton,39.1834,-84.5333,41.23,79,100,14.97,US,1676017153
362,maragogi,-9.0122,-35.2225,77.7,84,86,9.53,BR,1676017364
363,haines junction,60.7522,-137.5108,10.35,72,100,4.61,CA,1676017365
364,thunder bay,48.4001,-89.3168,17.58,57,100,21.85,CA,1676017308
365,mount gambier,-37.8333,140.7667,77.14,44,0,1.54,AU,1676017366
